"TEAM_ABBR","OT","Q1","Q2","Q3","SHTOUT","TOTAL_GOALS","OT_ALWD","Q1_ALWD","Q2_ALWD","Q3_ALWD","SHTOUT_ALWD","TOTAL_GOALS_ALWD","HOME_AWAY","SHOOTOUT_FLAG","GAME_DATE","GAME_ID"
"MTL",0,1,3,2,0,6,1,1,3,2,0,7,"H","N","2013-03-02","201303020MTL"
"PIT",1,1,3,2,0,7,0,1,3,2,0,6,"A","N","2013-03-02","201303020MTL"
"OTT",0,0,1,0,0,1,0,0,2,0,0,2,"A","N","2013-03-02","201303020PHI"
"PHI",0,0,2,0,0,2,0,0,1,0,0,1,"H","N","2013-03-02","201303020PHI"
"ANA",0,1,2,1,0,4,0,1,1,2,1,5,"A","Y","2013-03-02","201303020PHX"
"PHX",0,1,1,2,1,5,0,1,2,1,0,4,"H","Y","2013-03-02","201303020PHX"
"NSH",0,0,0,1,0,1,0,1,1,0,0,2,"A","N","2013-03-02","201303020SJS"
"SJS",0,1,1,0,0,2,0,0,0,1,0,1,"H","N","2013-03-02","201303020SJS"
"LAK",0,0,2,0,0,2,0,1,3,1,0,5,"A","N","2013-03-02","201303020VAN"
"VAN",0,1,3,1,0,5,0,0,2,0,0,2,"H","N","2013-03-02","201303020VAN"
"WPG",0,0,0,0,0,0,0,0,1,2,0,3,"H","N","2013-03-02","201303020WPG"
"WSH",0,0,1,2,0,3,0,0,0,0,0,0,"A","N","2013-03-02","201303020WPG"
"BOS",0,1,2,0,0,3,0,2,0,2,0,4,"H","N","2013-03-03","201303030BOS"
"MTL",0,2,0,2,0,4,0,1,2,0,0,3,"A","N","2013-03-03","201303030BOS"
"CBJ",1,0,0,1,0,2,0,0,1,0,0,1,"H","N","2013-03-03","201303030CBJ"
"COL",0,0,1,0,0,1,1,0,0,1,0,2,"A","N","2013-03-03","201303030CBJ"
"CGY",0,1,1,2,0,4,0,1,1,0,0,2,"H","N","2013-03-03","201303030CGY"
"VAN",0,1,1,0,0,2,0,1,1,2,0,4,"A","N","2013-03-03","201303030CGY"
"DAL",0,2,0,2,0,4,0,1,0,0,0,1,"H","N","2013-03-03","201303030DAL"
"STL",0,1,0,0,0,1,0,2,0,2,0,4,"A","N","2013-03-03","201303030DAL"
"CHI",0,0,0,1,1,2,0,0,0,1,0,1,"A","Y","2013-03-03","201303030DET"
"DET",0,0,0,1,0,1,0,0,0,1,1,2,"H","Y","2013-03-03","201303030DET"
"CAR",0,2,1,0,0,3,0,0,1,1,0,2,"A","N","2013-03-03","201303030FLA"
"FLA",0,0,1,1,0,2,0,2,1,0,0,3,"H","N","2013-03-03","201303030FLA"
"EDM",0,1,0,1,0,2,0,1,0,3,0,4,"A","N","2013-03-03","201303030MIN"
"MIN",0,1,0,3,0,4,0,1,0,1,0,2,"H","N","2013-03-03","201303030MIN"
"NYI",0,1,0,1,1,3,0,0,1,1,0,2,"H","Y","2013-03-03","201303030NYI"
"OTT",0,0,1,1,0,2,0,1,0,1,1,3,"A","Y","2013-03-03","201303030NYI"
"BUF",0,0,1,1,0,2,0,0,0,2,1,3,"A","Y","2013-03-03","201303030NYR"
"NYR",0,0,0,2,1,3,0,0,1,1,0,2,"H","Y","2013-03-03","201303030NYR"
"LAK",0,0,1,4,0,5,0,0,0,1,0,1,"H","N","2013-03-04","201303040LAK"
"NSH",0,0,0,1,0,1,0,0,1,4,0,5,"A","N","2013-03-04","201303040LAK"
"ANA",0,1,1,2,0,4,0,0,2,2,1,5,"A","Y","2013-03-04","201303040PHX"
"PHX",0,0,2,2,1,5,0,1,1,2,0,4,"H","Y","2013-03-04","201303040PHX"
"PIT",0,1,0,3,0,4,0,0,2,1,0,3,"H","N","2013-03-04","201303040PIT"
"TBL",0,0,2,1,0,3,0,1,0,3,0,4,"A","N","2013-03-04","201303040PIT"
"NJD",0,0,2,0,0,2,0,1,0,3,0,4,"A","N","2013-03-04","201303040TOR"
"TOR",0,1,0,3,0,4,0,0,2,0,0,2,"H","N","2013-03-04","201303040TOR"
"BUF",0,0,0,3,0,3,0,1,1,2,0,4,"A","N","2013-03-05","201303050CAR"
"CAR",0,1,1,2,0,4,0,0,0,3,0,3,"H","N","2013-03-05","201303050CAR"
"CBJ",0,2,1,0,1,4,0,2,1,0,0,3,"H","Y","2013-03-05","201303050CBJ"
"EDM",0,2,1,0,0,3,0,2,1,0,1,4,"A","Y","2013-03-05","201303050CBJ"
"CHI",0,4,0,1,0,5,0,1,0,2,0,3,"H","N","2013-03-05","201303050CHI"
"MIN",0,1,0,2,0,3,0,4,0,1,0,5,"A","N","2013-03-05","201303050CHI"
"COL",0,0,0,1,0,1,0,0,2,0,0,2,"A","N","2013-03-05","201303050DET"
"DET",0,0,2,0,0,2,0,0,0,1,0,1,"H","N","2013-03-05","201303050DET"
"FLA",0,1,2,1,0,4,0,0,1,0,0,1,"H","N","2013-03-05","201303050FLA"
"WPG",0,0,1,0,0,1,0,1,2,1,0,4,"A","N","2013-03-05","201303050FLA"
"LAK",0,1,1,4,0,6,0,2,2,0,0,4,"H","N","2013-03-05","201303050LAK"
"STL",0,2,2,0,0,4,0,1,1,4,0,6,"A","N","2013-03-05","201303050LAK"
"NJD",0,0,0,2,0,2,0,1,2,2,0,5,"H","N","2013-03-05","201303050NJD"
"TBL",0,1,2,2,0,5,0,0,0,2,0,2,"A","N","2013-03-05","201303050NJD"
"MTL",0,1,1,1,0,3,0,0,3,3,0,6,"A","N","2013-03-05","201303050NYI"
"NYI",0,0,3,3,0,6,0,1,1,1,0,3,"H","N","2013-03-05","201303050NYI"
"NYR",0,2,0,2,0,4,0,2,0,0,0,2,"H","N","2013-03-05","201303050NYR"
"PHI",0,2,0,0,0,2,0,2,0,2,0,4,"A","N","2013-03-05","201303050NYR"
"SJS",0,1,1,0,1,3,0,0,2,0,0,2,"A","Y","2013-03-05","201303050VAN"
"VAN",0,0,2,0,0,2,0,1,1,0,1,3,"H","Y","2013-03-05","201303050VAN"
"BOS",0,3,0,0,0,3,1,0,2,1,0,4,"A","N","2013-03-05","201303050WSH"
"WSH",1,0,2,1,0,4,0,3,0,0,0,3,"H","N","2013-03-05","201303050WSH"
"ANA",0,1,0,1,0,2,0,0,0,0,0,0,"H","N","2013-03-06","201303060ANA"
"PHX",0,0,0,0,0,0,0,1,0,1,0,2,"A","N","2013-03-06","201303060ANA"
"CGY",0,1,0,3,0,4,0,0,1,0,0,1,"H","N","2013-03-06","201303060CGY"
"SJS",0,0,1,0,0,1,0,1,0,3,0,4,"A","N","2013-03-06","201303060CGY"
"CHI",0,1,0,2,0,3,0,1,1,0,0,2,"H","N","2013-03-06","201303060CHI"
"COL",0,1,1,0,0,2,0,1,0,2,0,3,"A","N","2013-03-06","201303060CHI"
"OTT",0,0,1,3,0,4,0,2,1,2,0,5,"A","N","2013-03-06","201303060TOR"
"TOR",0,2,1,2,0,5,0,0,1,3,0,4,"H","N","2013-03-06","201303060TOR"
"BOS",0,1,2,1,0,4,0,0,1,1,0,2,"H","N","2013-03-07","201303070BOS"
"TOR",0,0,1,1,0,2,0,1,2,1,0,4,"A","N","2013-03-07","201303070BOS"
"CAR",0,0,2,0,0,2,0,2,0,2,0,4,"H","N","2013-03-07","201303070CAR"
"MTL",0,2,0,2,0,4,0,0,2,0,0,2,"A","N","2013-03-07","201303070CAR"
"CBJ",1,1,0,0,0,2,0,0,0,1,0,1,"H","N","2013-03-07","201303070CBJ"
"VAN",0,0,0,1,0,1,1,1,0,0,0,2,"A","N","2013-03-07","201303070CBJ"
"DET",0,0,2,1,0,3,0,0,0,0,0,0,"H","N","2013-03-07","201303070DET"
"EDM",0,0,0,0,0,0,0,0,2,1,0,3,"A","N","2013-03-07","201303070DET"
"DAL",0,1,1,3,0,5,0,1,1,0,0,2,"A","N","2013-03-07","201303070LAK"
"LAK",0,1,1,0,0,2,0,1,1,3,0,5,"H","N","2013-03-07","201303070LAK"
"BUF",0,0,1,1,0,2,0,0,0,2,1,3,"A","Y","2013-03-07","201303070NJD"
"NJD",0,0,0,2,1,3,0,0,1,1,0,2,"H","Y","2013-03-07","201303070NJD"
"NYI",0,1,0,0,0,1,1,0,0,1,0,2,"H","N","2013-03-07","201303070NYI"
"NYR",1,0,0,1,0,2,0,1,0,0,0,1,"A","N","2013-03-07","201303070NYI"
"PHI",0,4,0,0,0,4,0,1,3,1,0,5,"H","N","2013-03-07","201303070PHI"
"PIT",0,1,3,1,0,5,0,4,0,0,0,4,"A","N","2013-03-07","201303070PHI"
"PHX",0,1,1,1,0,3,0,1,3,2,0,6,"H","N","2013-03-07","201303070PHX"
"STL",0,1,3,2,0,6,0,1,1,1,0,3,"A","N","2013-03-07","201303070PHX"
"TBL",0,0,0,1,0,1,0,1,0,1,0,2,"H","N","2013-03-07","201303070TBL"
"WPG",0,1,0,1,0,2,0,0,0,1,0,1,"A","N","2013-03-07","201303070TBL"
"FLA",0,0,0,1,0,1,0,4,1,2,0,7,"A","N","2013-03-07","201303070WSH"
"WSH",0,4,1,2,0,7,0,0,0,1,0,1,"H","N","2013-03-07","201303070WSH"
"ANA",0,1,2,1,0,4,0,0,0,0,0,0,"H","N","2013-03-08","201303080ANA"
"CGY",0,0,0,0,0,0,0,1,2,1,0,4,"A","N","2013-03-08","201303080ANA"
"CHI",0,1,0,1,0,2,0,1,4,1,0,6,"A","N","2013-03-08","201303080COL"
"COL",0,1,4,1,0,6,0,1,0,1,0,2,"H","N","2013-03-08","201303080COL"
"FLA",0,1,0,1,0,2,1,2,0,0,0,3,"H","N","2013-03-08","201303080FLA"
"WPG",1,2,0,0,0,3,0,1,0,1,0,2,"A","N","2013-03-08","201303080FLA"
"EDM",0,0,0,0,0,0,0,2,2,2,0,6,"A","N","2013-03-08","201303080NSH"
"NSH",0,2,2,2,0,6,0,0,0,0,0,0,"H","N","2013-03-08","201303080NSH"
"NYR",0,2,0,0,0,2,0,2,0,1,0,3,"H","N","2013-03-08","201303080NYR"
"OTT",0,2,0,1,0,3,0,2,0,0,0,2,"A","N","2013-03-08","201303080NYR"
"BOS",0,3,0,0,0,3,0,0,0,0,0,0,"H","N","2013-03-09","201303090BOS"
"PHI",0,0,0,0,0,0,0,3,0,0,0,3,"A","N","2013-03-09","201303090BOS"
"CAR",0,2,3,1,0,6,0,1,0,2,0,3,"H","N","2013-03-09","201303090CAR"
"NJD",0,1,0,2,0,3,0,2,3,1,0,6,"A","N","2013-03-09","201303090CAR"
"CBJ",0,1,2,0,0,3,0,0,0,0,0,0,"H","N","2013-03-09","201303090CBJ"
"DET",0,0,0,0,0,0,0,1,2,0,0,3,"A","N","2013-03-09","201303090CBJ"
"CGY",0,2,0,0,0,2,0,3,1,2,0,6,"A","N","2013-03-09","201303090LAK"
"LAK",0,3,1,2,0,6,0,2,0,0,0,2,"H","N","2013-03-09","201303090LAK"
"MIN",0,0,1,0,1,2,0,0,0,1,0,1,"A","Y","2013-03-09","201303090NSH"
"NSH",0,0,0,1,0,1,0,0,1,0,1,2,"H","Y","2013-03-09","201303090NSH"
"NYI",0,1,1,3,0,5,0,0,1,1,0,2,"H","N","2013-03-09","201303090NYI"
"WSH",0,0,1,1,0,2,0,1,1,3,0,5,"A","N","2013-03-09","201303090NYI"
"DAL",0,0,1,0,0,1,0,1,1,0,0,2,"A","N","2013-03-09","201303090PHX"
"PHX",0,1,1,0,0,2,0,0,1,0,0,1,"H","N","2013-03-09","201303090PHX"
"SJS",0,1,2,0,0,3,1,1,0,2,0,4,"H","N","2013-03-09","201303090SJS"
"STL",1,1,0,2,0,4,0,1,2,0,0,3,"A","N","2013-03-09","201303090SJS"
"MTL",0,0,1,3,0,4,0,0,3,0,0,3,"A","N","2013-03-09","201303090TBL"
"TBL",0,0,3,0,0,3,0,0,1,3,0,4,"H","N","2013-03-09","201303090TBL"
"PIT",0,3,1,0,1,5,0,1,2,1,0,4,"A","Y","2013-03-09","201303090TOR"
"TOR",0,1,2,1,0,4,0,3,1,0,1,5,"H","Y","2013-03-09","201303090TOR"
"ANA",0,0,1,3,0,4,0,1,0,1,0,2,"H","N","2013-03-10","201303100ANA"
"STL",0,1,0,1,0,2,0,0,1,3,0,4,"A","N","2013-03-10","201303100ANA"
"CHI",0,0,4,1,0,5,0,4,2,0,0,6,"H","N","2013-03-10","201303100CHI"
"EDM",0,4,2,0,0,6,0,0,4,1,0,5,"A","N","2013-03-10","201303100CHI"
"COL",1,1,1,0,0,3,0,0,1,1,0,2,"H","N","2013-03-10","201303100COL"
"SJS",0,0,1,1,0,2,1,1,1,0,0,3,"A","N","2013-03-10","201303100COL"
"CBJ",0,0,2,0,1,3,0,0,1,1,0,2,"A","Y","2013-03-10","201303100DET"
"DET",0,0,1,1,0,2,0,0,2,0,1,3,"H","Y","2013-03-10","201303100DET"
"FLA",0,0,0,2,0,2,0,2,2,1,0,5,"H","N","2013-03-10","201303100FLA"
"MTL",0,2,2,1,0,5,0,0,0,2,0,2,"A","N","2013-03-10","201303100FLA"
"MIN",0,2,1,1,0,4,0,0,1,1,0,2,"H","N","2013-03-10","201303100MIN"
"VAN",0,0,1,1,0,2,0,2,1,1,0,4,"A","N","2013-03-10","201303100MIN"
"NJD",0,2,0,0,1,3,0,1,1,0,0,2,"H","Y","2013-03-10","201303100NJD"
"WPG",0,1,1,0,0,2,0,2,0,0,1,3,"A","Y","2013-03-10","201303100NJD"
"BUF",0,1,0,1,0,2,0,2,1,0,0,3,"A","N","2013-03-10","201303100PHI"
"PHI",0,2,1,0,0,3,0,1,0,1,0,2,"H","N","2013-03-10","201303100PHI"
"NYI",0,0,1,0,0,1,0,3,2,1,0,6,"A","N","2013-03-10","201303100PIT"
"PIT",0,3,2,1,0,6,0,0,1,0,0,1,"H","N","2013-03-10","201303100PIT"
"NYR",0,1,2,1,0,4,0,1,0,0,0,1,"A","N","2013-03-10","201303100WSH"
"WSH",0,1,0,0,0,1,0,1,2,1,0,4,"H","N","2013-03-10","201303100WSH"
"CGY",0,0,0,1,0,1,0,2,0,1,0,3,"A","N","2013-03-11","201303110LAK"
"LAK",0,2,0,1,0,3,0,0,0,1,0,1,"H","N","2013-03-11","201303110LAK"
"BOS",0,1,1,0,1,3,0,2,0,0,0,2,"A","Y","2013-03-11","201303110OTT"
"OTT",0,2,0,0,0,2,0,1,1,0,1,3,"H","Y","2013-03-11","201303110OTT"
"BUF",0,0,2,1,0,3,0,0,1,0,0,1,"H","N","2013-03-12","201303120BUF"
"NYR",0,0,1,0,0,1,0,0,2,1,0,3,"A","N","2013-03-12","201303120BUF"
"CBJ",0,0,1,0,0,1,0,0,1,0,1,2,"H","Y","2013-03-12","201303120CBJ"
"VAN",0,0,1,0,1,2,0,0,1,0,0,1,"A","Y","2013-03-12","201303120CBJ"
"COL",0,0,0,0,0,0,0,2,1,1,0,4,"H","N","2013-03-12","201303120COL"
"EDM",0,2,1,1,0,4,0,0,0,0,0,0,"A","N","2013-03-12","201303120COL"
"DAL",0,0,0,0,0,0,0,1,2,1,0,4,"H","N","2013-03-12","201303120DAL"
"NSH",0,1,2,1,0,4,0,0,0,0,0,0,"A","N","2013-03-12","201303120DAL"
"FLA",0,0,2,0,0,2,0,2,0,1,0,3,"H","N","2013-03-12","201303120FLA"
"TBL",0,2,0,1,0,3,0,0,2,0,0,2,"A","N","2013-03-12","201303120FLA"
"ANA",0,0,0,2,0,2,0,1,0,0,0,1,"A","N","2013-03-12","201303120MIN"
"MIN",0,1,0,0,0,1,0,0,0,2,0,2,"H","N","2013-03-12","201303120MIN"
"LAK",0,0,1,1,0,2,0,2,2,1,0,5,"A","N","2013-03-12","201303120PHX"
"PHX",0,2,2,1,0,5,0,0,1,1,0,2,"H","N","2013-03-12","201303120PHX"
"BOS",0,2,0,0,0,2,0,0,0,3,0,3,"A","N","2013-03-12","201303120PIT"
"PIT",0,0,0,3,0,3,0,2,0,0,0,2,"H","N","2013-03-12","201303120PIT"
